Colony,ROI,x,y,event,behaviour_type,time_in_video,cut_video_start,time,time_s,cut_video_start_s,time_from_video_start,n_stones,pixel/mm,radius_mm,stone_density,stone_size,notes
R5,3,795,807,pick-up,within_ROI,03:16:30,00:00:00,03:16:30,11790,0,11790,66,11.54,6.499133449,0.497374086,,
R5,3,795,807,deposition,deposition,03:16:57,00:00:00,03:16:57,11817,0,11817,66,11.54,6.499133449,0.497374086,,
R5,3,795,807,pushed_out_of_frame,,03:17:16,00:00:00,03:17:16,11836,0,11836,67,11.54,6.499133449,0.504910057,,
R5,3,795,807,pick-up,pick-up,03:18:03,00:00:00,03:18:03,11883,0,11883,66,11.54,6.499133449,0.497374086,,
R5,3,795,807,deposition,deposition,03:18:43,00:00:00,03:18:43,11923,0,11923,65,11.54,6.499133449,0.489838115,,
R5,3,795,807,pushed_out_of_frame,,03:19:47,00:00:00,03:19:47,11987,0,11987,66,11.54,6.499133449,0.497374086,,
R5,3,795,807,pushed_out_of_frame,,03:20:45,00:00:00,03:20:45,12045,0,12045,65,11.54,6.499133449,0.489838115,,
R5,3,795,807,deposition,deposition,03:27:23,00:00:00,03:27:23,12443,0,12443,64,11.54,6.499133449,0.482302144,,
R5,3,795,807,pushed_out_of_frame,,03:28:03,00:00:00,03:28:03,12483,0,12483,65,11.54,6.499133449,0.489838115,,
R5,3,795,807,pick-up,pick-up,03:28:06,00:00:00,03:28:06,12486,0,12486,64,11.54,6.499133449,0.482302144,,
R5,3,795,807,deposition,deposition,03:31:41,00:00:00,03:31:41,12701,0,12701,63,11.54,6.499133449,0.474766173,,
R5,1,795,807,deposition,deposition,00:02:20,03:33:02,03:35:22,12922,12782,140,52,11.54,6.499133449,0.391870492,,
R5,1,795,807,deposition,deposition,00:07:18,03:33:02,03:40:20,13220,12782,438,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,pushed_out_of_frame,,00:07:30,03:33:02,03:40:32,13232,12782,450,54,11.54,6.499133449,0.406942434,,
R5,1,795,807,deposition,deposition,00:08:33,03:33:02,03:41:35,13295,12782,513,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,pushed_out_of_frame,,00:09:37,03:33:02,03:42:39,13359,12782,577,54,11.54,6.499133449,0.406942434,,
R5,1,795,807,pick-up,pick-up,00:09:49,03:33:02,03:42:51,13371,12782,589,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,deposition,deposition,00:11:46,03:33:02,03:44:48,13488,12782,706,52,11.54,6.499133449,0.391870492,,
R5,1,795,807,pick-up,pick-up,00:13:08,03:33:02,03:46:10,13570,12782,788,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,deposition,deposition,00:13:08,03:33:02,03:46:10,13570,12782,788,52,11.54,6.499133449,0.391870492,,
R5,1,795,807,deposition,deposition,00:14:59,03:33:02,03:48:01,13681,12782,899,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,pushed_out_of_frame,,00:15:09,03:33:02,03:48:11,13691,12782,909,54,11.54,6.499133449,0.406942434,,
R5,1,795,807,pushed_out_of_frame,,00:15:15,03:33:02,03:48:17,13697,12782,915,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,pick-up,pick-up,00:15:16,03:33:02,03:48:18,13698,12782,916,52,11.54,6.499133449,0.391870492,,
R5,1,795,807,pick-up,pick-up,00:16:25,03:33:02,03:49:27,13767,12782,985,51,11.54,6.499133449,0.384334521,,
R5,1,795,807,deposition,deposition,00:16:52,03:33:02,03:49:54,13794,12782,1012,50,11.54,6.499133449,0.37679855,,
R5,1,795,807,deposition,deposition,00:16:56,03:33:02,03:49:58,13798,12782,1016,51,11.54,6.499133449,0.384334521,,
R5,1,795,807,deposition,deposition,00:18:31,03:33:02,03:51:33,13893,12782,1111,52,11.54,6.499133449,0.391870492,,
R5,1,795,807,deposition,deposition,00:18:52,03:33:02,03:51:54,13914,12782,1132,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,deposition,deposition,00:24:02,03:33:02,03:57:04,14224,12782,1442,54,11.54,6.499133449,0.406942434,,
R5,1,795,807,pushed_out_of_frame,,00:27:15,03:33:02,04:00:17,14417,12782,1635,55,11.54,6.499133449,0.414478405,,
R5,1,795,807,pick-up,pick-up,00:27:40,03:33:02,04:00:42,14442,12782,1660,54,11.54,6.499133449,0.406942434,,
R5,1,795,807,deposition,deposition,00:31:33,03:33:02,04:04:35,14675,12782,1893,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,pick-up,pick-up,00:35:36,03:33:02,04:08:38,14918,12782,2136,54,11.54,6.499133449,0.406942434,,
R5,1,795,807,deposition,deposition,00:36:06,03:33:02,04:09:08,14948,12782,2166,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,pick-up,within_ROI,00:37:49,03:33:02,04:10:51,15051,12782,2269,54,11.54,6.499133449,0.406942434,,
R5,1,795,807,pushed_out_of_frame,,00:39:17,03:33:02,04:12:19,15139,12782,2357,54,11.54,6.499133449,0.406942434,,
R5,1,795,807,pick-up,pick-up,00:39:18,03:33:02,04:12:20,15140,12782,2358,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,deposition,deposition,00:39:22,03:33:02,04:12:24,15144,12782,2362,52,11.54,6.499133449,0.391870492,,
R5,1,795,807,pushed_out_of_frame,,00:41:41,03:33:02,04:14:43,15283,12782,2501,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,deposition,deposition,00:45:00,03:33:02,04:18:02,15482,12782,2700,52,11.54,6.499133449,0.391870492,,
R5,1,795,807,pushed_into_frame,,00:45:03,03:33:02,04:18:05,15485,12782,2703,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,pick-up,pick-up,00:45:13,03:33:02,04:18:15,15495,12782,2713,54,11.54,6.499133449,0.406942434,,
R5,1,795,807,deposition,deposition,00:45:36,03:33:02,04:18:38,15518,12782,2736,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,pushed_out_of_frame,,00:45:38,03:33:02,04:18:40,15520,12782,2738,54,11.54,6.499133449,0.406942434,,
R5,1,795,807,pick-up,within_ROI,00:46:43,03:33:02,04:19:45,15585,12782,2803,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,pushed_into_frame,,00:46:37,03:33:02,04:19:39,15579,12782,2797,53,11.54,6.499133449,0.399406463,,
R5,1,795,807,deposition,deposition,00:46:37,03:33:02,04:19:39,15579,12782,2797,54,11.54,6.499133449,0.406942434,,
R5,1,795,807,pick-up,pick-up,00:47:00,03:33:02,04:20:02,15602,12782,2820,55,11.54,6.499133449,0.414478405,,
R5,1,795,807,deposition,deposition,00:47:27,03:33:02,04:20:29,15629,12782,2847,54,11.54,6.499133449,0.406942434,,
R5,1,795,807,deposition,deposition,00:50:57,03:33:02,04:23:59,15839,12782,3057,55,11.54,6.499133449,0.414478405,,
R5,1,795,807,deposition,deposition,00:52:09,03:33:02,04:25:11,15911,12782,3129,56,11.54,6.499133449,0.422014376,,
R5,1,795,807,pushed_into_frame,,00:54:24,03:33:02,04:27:26,16046,12782,3264,57,11.54,6.499133449,0.429550347,,
R5,1,795,807,deposition,deposition,00:52:28,03:33:02,04:25:30,15930,12782,3148,58,11.54,6.499133449,0.437086318,,
R5,1,795,807,deposition,deposition,00:54:29,03:33:02,04:27:31,16051,12782,3269,59,11.54,6.499133449,0.444622289,,
R5,1,795,807,pushed_out_of_frame,,00:54:41,03:33:02,04:27:43,16063,12782,3281,60,11.54,6.499133449,0.45215826,,
R5,1,795,807,deposition,deposition,00:57:30,03:33:02,04:30:32,16232,12782,3450,59,11.54,6.499133449,0.444622289,,
R5,1,795,807,deposition,deposition,00:57:35,03:33:02,04:30:37,16237,12782,3455,60,11.54,6.499133449,0.45215826,,
R5,1,795,807,deposition,deposition,00:58:36,03:33:02,04:31:38,16298,12782,3516,61,11.54,6.499133449,0.459694231,,
R5,1,795,807,deposition,deposition,01:01:54,03:33:02,04:34:56,16496,12782,3714,62,11.54,6.499133449,0.467230202,,
R5,1,795,807,deposition,deposition,01:03:05,03:33:02,04:36:07,16567,12782,3785,63,11.54,6.499133449,0.474766173,,
R5,1,795,807,deposition,deposition,01:03:11,03:33:02,04:36:13,16573,12782,3791,64,11.54,6.499133449,0.482302144,,
R5,1,795,807,deposition,deposition,01:03:45,03:33:02,04:36:47,16607,12782,3825,65,11.54,6.499133449,0.489838115,,
R5,1,795,807,deposition,deposition,01:07:30,03:33:02,04:40:32,16832,12782,4050,66,11.54,6.499133449,0.497374086,,
R5,1,795,807,deposition,deposition,01:08:04,03:33:02,04:41:06,16866,12782,4084,67,11.54,6.499133449,0.504910057,,
R5,1,795,807,pushed_out_of_frame,,01:09:53,03:33:02,04:42:55,16975,12782,4193,68,11.54,6.499133449,0.512446028,,
R5,1,795,807,deposition,deposition,01:11:00,03:33:02,04:44:02,17042,12782,4260,67,11.54,6.499133449,0.504910057,,
R5,1,795,807,deposition,deposition,01:12:06,03:33:02,04:45:08,17108,12782,4326,68,11.54,6.499133449,0.512446028,,
R5,1,795,807,pushed_out_of_frame,,01:13:34,03:33:02,04:46:36,17196,12782,4414,69,11.54,6.499133449,0.519981999,,
R5,1,795,807,deposition,deposition,01:13:58,03:33:02,04:47:00,17220,12782,4438,68,11.54,6.499133449,0.512446028,,
R5,1,795,807,pick-up,pick-up,01:14:31,03:33:02,04:47:33,17253,12782,4471,69,11.54,6.499133449,0.519981999,,
R5,1,795,807,pushed_out_of_frame,,01:15:57,03:33:02,04:48:59,17339,12782,4557,68,11.54,6.499133449,0.512446028,,
R5,1,795,807,pick-up,within_ROI,01:15:58,03:33:02,04:49:00,17340,12782,4558,67,11.54,6.499133449,0.504910057,,
R5,1,795,807,deposition,deposition,01:17:19,03:33:02,04:50:21,17421,12782,4639,67,11.54,6.499133449,0.504910057,,
R5,1,795,807,pick-up,pick-up,01:17:27,03:33:02,04:50:29,17429,12782,4647,68,11.54,6.499133449,0.512446028,,
R5,1,795,807,deposition,deposition,01:19:21,03:33:02,04:52:23,17543,12782,4761,67,11.54,6.499133449,0.504910057,,
R5,1,795,807,pushed_out_of_frame,,01:23:04,03:33:02,04:56:06,17766,12782,4984,68,11.54,6.499133449,0.512446028,,
R5,1,795,807,pushed_out_of_frame,,01:25:51,03:33:02,04:58:53,17933,12782,5151,67,11.54,6.499133449,0.504910057,,
R5,1,795,807,deposition,deposition,01:29:48,03:33:02,05:02:50,18170,12782,5388,66,11.54,6.499133449,0.497374086,,
R5,1,795,807,deposition,deposition,01:30:16,03:33:02,05:03:18,18198,12782,5416,67,11.54,6.499133449,0.504910057,,
R5,1,795,807,pick-up,within_ROI,01:37:16,03:33:02,05:10:18,18618,12782,5836,68,11.54,6.499133449,0.512446028,,
R5,1,795,807,pick-up,pick-up,01:37:55,03:33:02,05:10:57,18657,12782,5875,68,11.54,6.499133449,0.512446028,,
R5,1,795,807,pick-up,pick-up,01:43:17,03:33:02,05:16:19,18979,12782,6197,67,11.54,6.499133449,0.504910057,,
R5,1,795,807,deposition,deposition,01:43:47,03:33:02,05:16:49,19009,12782,6227,66,11.54,6.499133449,0.497374086,,
R5,1,795,807,pushed_into_frame,,01:45:00,03:33:02,05:18:02,19082,12782,6300,67,11.54,6.499133449,0.504910057,,
R5,1,795,807,deposition,deposition,01:45:00,03:33:02,05:18:02,19082,12782,6300,68,11.54,6.499133449,0.512446028,,
R5,1,795,807,pick-up,pick-up,01:51:50,03:33:02,05:24:52,19492,12782,6710,69,11.54,6.499133449,0.519981999,,
R5,1,795,807,pick-up,pick-up,01:53:36,03:33:02,05:26:38,19598,12782,6816,68,11.54,6.499133449,0.512446028,,
R5,1,795,807,pushed_out_of_frame,,01:54:48,03:33:02,05:27:50,19670,12782,6888,67,11.54,6.499133449,0.504910057,,
R5,1,795,807,deposition,deposition,01:55:15,03:33:02,05:28:17,19697,12782,6915,66,11.54,6.499133449,0.497374086,,
R5,1,795,807,deposition,deposition,01:58:50,03:33:02,05:31:52,19912,12782,7130,67,11.54,6.499133449,0.504910057,,
R5,1,795,807,pushed_out_of_frame,,02:00:22,03:33:02,05:33:24,20004,12782,7222,68,11.54,6.499133449,0.512446028,,
R5,1,795,807,deposition,deposition,02:04:38,03:33:02,05:37:40,20260,12782,7478,67,11.54,6.499133449,0.504910057,,
R5,1,795,807,deposition,deposition,02:05:35,03:33:02,05:38:37,20317,12782,7535,68,11.54,6.499133449,0.512446028,,
R5,1,795,807,pick-up,within_ROI,02:06:32,03:33:02,05:39:34,20374,12782,7592,69,11.54,6.499133449,0.519981999,,
R5,1,795,807,pick-up,pick-up,02:07:13,03:33:02,05:40:15,20415,12782,7633,69,11.54,6.499133449,0.519981999,,
R5,1,795,807,pick-up,within_ROI,02:07:59,03:33:02,05:41:01,20461,12782,7679,68,11.54,6.499133449,0.512446028,,
R5,1,795,807,deposition,deposition,02:08:26,03:33:02,05:41:28,20488,12782,7706,68,11.54,6.499133449,0.512446028,,
R5,1,795,807,pushed_into_frame,,02:09:51,03:33:02,05:42:53,20573,12782,7791,69,11.54,6.499133449,0.519981999,,
R5,1,795,807,deposition,deposition,02:19:41,03:33:02,05:52:43,21163,12782,8381,70,11.54,6.499133449,0.52751797,,
R5,3,795,807,deposition,deposition,00:01:13,03:33:02,03:34:15,12855,12782,73,64,11.54,6.499133449,0.482302144,,
R5,3,795,807,deposition,deposition,00:01:50,03:33:02,03:34:52,12892,12782,110,65,11.54,6.499133449,0.489838115,,
R5,3,795,807,pick-up,pick-up,00:02:29,03:33:02,03:35:31,12931,12782,149,66,11.54,6.499133449,0.497374086,,
R5,3,795,807,pick-up,pick-up,00:03:07,03:33:02,03:36:09,12969,12782,187,65,11.54,6.499133449,0.489838115,,
R5,3,795,807,deposition,deposition,00:05:28,03:33:02,03:38:30,13110,12782,328,64,11.54,6.499133449,0.482302144,,
R5,3,795,807,pick-up,pick-up,00:05:40,03:33:02,03:38:42,13122,12782,340,65,11.54,6.499133449,0.489838115,,
R5,3,795,807,deposition,deposition,00:05:45,03:33:02,03:38:47,13127,12782,345,64,11.54,6.499133449,0.482302144,,
R5,3,795,807,deposition,deposition,00:07:50,03:33:02,03:40:52,13252,12782,470,65,11.54,6.499133449,0.489838115,,
R5,3,795,807,deposition,deposition,00:08:54,03:33:02,03:41:56,13316,12782,534,66,11.54,6.499133449,0.497374086,,
R5,3,795,807,deposition,deposition,00:15:20,03:33:02,03:48:22,13702,12782,920,67,11.54,6.499133449,0.504910057,,
R5,3,795,807,pick-up,pick-up,00:18:15,03:33:02,03:51:17,13877,12782,1095,68,11.54,6.499133449,0.512446028,,
R5,3,795,807,deposition,deposition,00:18:18,03:33:02,03:51:20,13880,12782,1098,67,11.54,6.499133449,0.504910057,,
R5,3,795,807,deposition,deposition,00:21:05,03:33:02,03:54:07,14047,12782,1265,68,11.54,6.499133449,0.512446028,,
R5,3,795,807,deposition,deposition,00:21:33,03:33:02,03:54:35,14075,12782,1293,69,11.54,6.499133449,0.519981999,,
R5,3,795,807,pushed_into_frame,,00:21:45,03:33:02,03:54:47,14087,12782,1305,70,11.54,6.499133449,0.52751797,,
R5,3,795,807,deposition,deposition,00:23:05,03:33:02,03:56:07,14167,12782,1385,71,11.54,6.499133449,0.535053941,,
R5,3,795,807,pick-up,within_ROI,00:24:54,03:33:02,03:57:56,14276,12782,1494,72,11.54,6.499133449,0.542589912,,
R5,3,795,807,pick-up,pick-up,00:26:11,03:33:02,03:59:13,14353,12782,1571,72,11.54,6.499133449,0.542589912,,
R5,3,795,807,pick-up,pick-up,00:27:28,03:33:02,04:00:30,14430,12782,1648,71,11.54,6.499133449,0.535053941,,
R5,3,795,807,pick-up,pick-up,00:27:46,03:33:02,04:00:48,14448,12782,1666,70,11.54,6.499133449,0.52751797,,
R5,3,795,807,pick-up,pick-up,00:28:31,03:33:02,04:01:33,14493,12782,1711,69,11.54,6.499133449,0.519981999,,
R5,3,795,807,deposition,deposition,00:31:35,03:33:02,04:04:37,14677,12782,1895,68,11.54,6.499133449,0.512446028,,
R5,3,795,807,pick-up,pick-up,00:31:58,03:33:02,04:05:00,14700,12782,1918,69,11.54,6.499133449,0.519981999,,
R5,3,795,807,pick-up,pick-up,00:37:21,03:33:02,04:10:23,15023,12782,2241,68,11.54,6.499133449,0.512446028,,
R5,3,795,807,pushed_into_frame,,00:38:11,03:33:02,04:11:13,15073,12782,2291,67,11.54,6.499133449,0.504910057,,
R5,3,795,807,deposition,deposition,00:38:26,03:33:02,04:11:28,15088,12782,2306,68,11.54,6.499133449,0.512446028,,
R5,3,795,807,deposition,deposition,00:42:10,03:33:02,04:15:12,15312,12782,2530,69,11.54,6.499133449,0.519981999,,
R5,3,795,807,pick-up,pick-up,00:44:43,03:33:02,04:17:45,15465,12782,2683,70,11.54,6.499133449,0.52751797,,
R5,3,795,807,deposition,deposition,00:45:25,03:33:02,04:18:27,15507,12782,2725,69,11.54,6.499133449,0.519981999,,
R5,3,795,807,pushed_out_of_frame,,00:45:45,03:33:02,04:18:47,15527,12782,2745,70,11.54,6.499133449,0.52751797,,
R5,3,795,807,pick-up,pick-up,00:45:45,03:33:02,04:18:47,15527,12782,2745,69,11.54,6.499133449,0.519981999,,
R5,3,795,807,pick-up,pick-up,00:46:20,03:33:02,04:19:22,15562,12782,2780,68,11.54,6.499133449,0.512446028,,
R5,3,795,807,pick-up,pick-up,00:47:11,03:33:02,04:20:13,15613,12782,2831,67,11.54,6.499133449,0.504910057,,
R5,3,795,807,deposition,deposition,00:48:01,03:33:02,04:21:03,15663,12782,2881,66,11.54,6.499133449,0.497374086,,
R5,3,795,807,pick-up,within_ROI,00:48:31,03:33:02,04:21:33,15693,12782,2911,67,11.54,6.499133449,0.504910057,,
R5,3,795,807,deposition,deposition,00:49:09,03:33:02,04:22:11,15731,12782,2949,67,11.54,6.499133449,0.504910057,,
R5,3,795,807,deposition,deposition,00:50:32,03:33:02,04:23:34,15814,12782,3032,68,11.54,6.499133449,0.512446028,,
R5,3,795,807,pick-up,pick-up,00:54:03,03:33:02,04:27:05,16025,12782,3243,69,11.54,6.499133449,0.519981999,,
R5,3,795,807,pick-up,pick-up,00:55:07,03:33:02,04:28:09,16089,12782,3307,68,11.54,6.499133449,0.512446028,,
R5,3,795,807,deposition,deposition,00:55:07,03:33:02,04:28:09,16089,12782,3307,67,11.54,6.499133449,0.504910057,,
R5,3,795,807,deposition,deposition,00:57:17,03:33:02,04:30:19,16219,12782,3437,68,11.54,6.499133449,0.512446028,,
R5,3,795,807,deposition,deposition,00:58:07,03:33:02,04:31:09,16269,12782,3487,69,11.54,6.499133449,0.519981999,,
R5,3,795,807,pick-up,pick-up,00:58:35,03:33:02,04:31:37,16297,12782,3515,70,11.54,6.499133449,0.52751797,,
R5,3,795,807,pushed_into_frame,,01:00:48,03:33:02,04:33:50,16430,12782,3648,69,11.54,6.499133449,0.519981999,,
R5,3,795,807,pick-up,pick-up,01:02:40,03:33:02,04:35:42,16542,12782,3760,70,11.54,6.499133449,0.52751797,,
R5,3,795,807,deposition,deposition,01:04:01,03:33:02,04:37:03,16623,12782,3841,69,11.54,6.499133449,0.519981999,,
R5,3,795,807,deposition,deposition,01:04:51,03:33:02,04:37:53,16673,12782,3891,70,11.54,6.499133449,0.52751797,,
R5,3,795,807,deposition,deposition,01:04:51,03:33:02,04:37:53,16673,12782,3891,71,11.54,6.499133449,0.535053941,,
R5,3,795,807,pick-up,pick-up,01:06:51,03:33:02,04:39:53,16793,12782,4011,72,11.54,6.499133449,0.542589912,,
R5,3,795,807,pick-up,pick-up,01:07:27,03:33:02,04:40:29,16829,12782,4047,71,11.54,6.499133449,0.535053941,,
R5,3,795,807,pick-up,within_ROI,01:07:50,03:33:02,04:40:52,16852,12782,4070,70,11.54,6.499133449,0.52751797,,
R5,3,795,807,pick-up,within_ROI,01:07:50,03:33:02,04:40:52,16852,12782,4070,70,11.54,6.499133449,0.52751797,,
R5,3,795,807,deposition,deposition,01:08:26,03:33:02,04:41:28,16888,12782,4106,70,11.54,6.499133449,0.52751797,,
R5,3,795,807,pushed_into_frame,,01:09:13,03:33:02,04:42:15,16935,12782,4153,71,11.54,6.499133449,0.535053941,,
R5,3,795,807,deposition,deposition,01:12:39,03:33:02,04:45:41,17141,12782,4359,72,11.54,6.499133449,0.542589912,,
R5,3,795,807,pick-up,pick-up,01:14:35,03:33:02,04:47:37,17257,12782,4475,73,11.54,6.499133449,0.550125883,,
R5,3,795,807,deposition,deposition,01:17:34,03:33:02,04:50:36,17436,12782,4654,72,11.54,6.499133449,0.542589912,,
R5,3,795,807,pushed_into_frame,,01:18:03,03:33:02,04:51:05,17465,12782,4683,73,11.54,6.499133449,0.550125883,,
R5,3,795,807,pick-up,pick-up,01:19:48,03:33:02,04:52:50,17570,12782,4788,74,11.54,6.499133449,0.557661854,,
R5,3,795,807,deposition,deposition,01:24:21,03:33:02,04:57:23,17843,12782,5061,73,11.54,6.499133449,0.550125883,,
R5,3,795,807,pick-up,pick-up,01:25:29,03:33:02,04:58:31,17911,12782,5129,74,11.54,6.499133449,0.557661854,,
R5,3,795,807,pushed_out_of_frame,,01:26:13,03:33:02,04:59:15,17955,12782,5173,73,11.54,6.499133449,0.550125883,,
R5,3,795,807,pushed_out_of_frame,,01:26:54,03:33:02,04:59:56,17996,12782,5214,72,11.54,6.499133449,0.542589912,,
R5,3,795,807,deposition,deposition,01:26:54,03:33:02,04:59:56,17996,12782,5214,71,11.54,6.499133449,0.535053941,,
R5,3,795,807,deposition,deposition,01:27:23,03:33:02,05:00:25,18025,12782,5243,72,11.54,6.499133449,0.542589912,,
R5,3,795,807,pick-up,within_ROI,01:29:12,03:33:02,05:02:14,18134,12782,5352,73,11.54,6.499133449,0.550125883,,
R5,3,795,807,pick-up,within_ROI,01:30:19,03:33:02,05:03:21,18201,12782,5419,73,11.54,6.499133449,0.550125883,,
R5,3,795,807,pushed_out_of_frame,,01:33:33,03:33:02,05:06:35,18395,12782,5613,73,11.54,6.499133449,0.550125883,,
R5,3,795,807,pick-up,within_ROI,01:45:02,03:33:02,05:18:04,19084,12782,6302,72,11.54,6.499133449,0.542589912,,
R5,3,795,807,pushed_into_frame,,01:45:25,03:33:02,05:18:27,19107,12782,6325,72,11.54,6.499133449,0.542589912,,
R5,3,795,807,deposition,deposition,01:46:49,03:33:02,05:19:51,19191,12782,6409,73,11.54,6.499133449,0.550125883,,
R5,3,795,807,deposition,deposition,01:48:18,03:33:02,05:21:20,19280,12782,6498,74,11.54,6.499133449,0.557661854,,
R5,3,795,807,deposition,deposition,01:55:39,03:33:02,05:28:41,19721,12782,6939,75,11.54,6.499133449,0.565197825,,
R5,3,795,807,deposition,deposition,01:56:26,03:33:02,05:29:28,19768,12782,6986,76,11.54,6.499133449,0.572733796,,
R5,3,795,807,pushed_into_frame,,01:58:18,03:33:02,05:31:20,19880,12782,7098,77,11.54,6.499133449,0.580269767,,
R5,3,795,807,deposition,deposition,02:04:39,03:33:02,05:37:41,20261,12782,7479,78,11.54,6.499133449,0.587805737,,
R5,3,795,807,pushed_into_frame,,02:05:02,03:33:02,05:38:04,20284,12782,7502,79,11.54,6.499133449,0.595341708,,
R5,3,795,807,deposition,deposition,02:06:09,03:33:02,05:39:11,20351,12782,7569,80,11.54,6.499133449,0.602877679,,
R5,3,795,807,pushed_out_of_frame,,02:10:02,03:33:02,05:43:04,20584,12782,7802,81,11.54,6.499133449,0.61041365,,
R5,3,795,807,pushed_into_frame,,02:11:59,03:33:02,05:45:01,20701,12782,7919,80,11.54,6.499133449,0.602877679,,
R5,3,795,807,pick-up,pick-up,02:15:23,03:33:02,05:48:25,20905,12782,8123,81,11.54,6.499133449,0.61041365,,
R5,3,795,807,pushed_into_frame,,02:17:42,03:33:02,05:50:44,21044,12782,8262,80,11.54,6.499133449,0.602877679,,
R5,1,795,807,deposition,deposition,00:00:01,05:54:55,05:54:56,21296,21295,1,71,11.54,6.499133449,0.535053941,,
R5,1,795,807,deposition,deposition,00:01:54,05:54:55,05:56:49,21409,21295,114,72,11.54,6.499133449,0.542589912,,
R5,1,795,807,deposition,deposition,00:02:34,05:54:55,05:57:29,21449,21295,154,73,11.54,6.499133449,0.550125883,,
R5,1,795,807,pushed_out_of_frame,,00:05:17,05:54:55,06:00:12,21612,21295,317,74,11.54,6.499133449,0.557661854,,
R5,1,795,807,deposition,deposition,00:09:27,05:54:55,06:04:22,21862,21295,567,73,11.54,6.499133449,0.550125883,,
R5,1,795,807,deposition,deposition,00:16:10,05:54:55,06:11:05,22265,21295,970,74,11.54,6.499133449,0.557661854,,
R5,1,795,807,pushed_out_of_frame,,00:18:06,05:54:55,06:13:01,22381,21295,1086,75,11.54,6.499133449,0.565197825,,
R5,1,795,807,deposition,deposition,00:18:14,05:54:55,06:13:09,22389,21295,1094,74,11.54,6.499133449,0.557661854,,
R5,1,795,807,deposition,deposition,00:20:52,05:54:55,06:15:47,22547,21295,1252,75,11.54,6.499133449,0.565197825,,
R5,1,795,807,deposition,deposition,00:21:34,05:54:55,06:16:29,22589,21295,1294,76,11.54,6.499133449,0.572733796,,
R5,1,795,807,deposition,deposition,00:21:57,05:54:55,06:16:52,22612,21295,1317,77,11.54,6.499133449,0.580269767,,
R5,1,795,807,deposition,deposition,00:22:40,05:54:55,06:17:35,22655,21295,1360,78,11.54,6.499133449,0.587805737,,
R5,1,795,807,pick-up,within_ROI,00:23:44,05:54:55,06:18:39,22719,21295,1424,79,11.54,6.499133449,0.595341708,,
R5,1,795,807,pick-up,within_ROI,00:24:42,05:54:55,06:19:37,22777,21295,1482,79,11.54,6.499133449,0.595341708,,
R5,1,795,807,deposition,deposition,00:25:00,05:54:55,06:19:55,22795,21295,1500,79,11.54,6.499133449,0.595341708,,
R5,1,795,807,pick-up,within_ROI,00:25:29,05:54:55,06:20:24,22824,21295,1529,80,11.54,6.499133449,0.602877679,,
R5,1,795,807,deposition,deposition,00:29:17,05:54:55,06:24:12,23052,21295,1757,80,11.54,6.499133449,0.602877679,,
R5,1,795,807,deposition,deposition,00:33:17,05:54:55,06:28:12,23292,21295,1997,81,11.54,6.499133449,0.61041365,,
R5,1,795,807,deposition,deposition,00:34:22,05:54:55,06:29:17,23357,21295,2062,82,11.54,6.499133449,0.617949621,,
R5,1,795,807,deposition,deposition,00:36:07,05:54:55,06:31:02,23462,21295,2167,83,11.54,6.499133449,0.625485592,,
R5,1,795,807,deposition,deposition,00:36:47,05:54:55,06:31:42,23502,21295,2207,84,11.54,6.499133449,0.633021563,,
R5,1,795,807,pushed_out_of_frame,,00:36:40,05:54:55,06:31:35,23495,21295,2200,85,11.54,6.499133449,0.640557534,,
R5,1,795,807,deposition,deposition,00:38:20,05:54:55,06:33:15,23595,21295,2300,84,11.54,6.499133449,0.633021563,,
R5,1,795,807,deposition,deposition,00:38:35,05:54:55,06:33:30,23610,21295,2315,85,11.54,6.499133449,0.640557534,,
R5,1,795,807,deposition,deposition,00:41:17,05:54:55,06:36:12,23772,21295,2477,86,11.54,6.499133449,0.648093505,,
R5,1,795,807,deposition,deposition,00:42:09,05:54:55,06:37:04,23824,21295,2529,87,11.54,6.499133449,0.655629476,,
R5,1,795,807,deposition,deposition,00:42:46,05:54:55,06:37:41,23861,21295,2566,88,11.54,6.499133449,0.663165447,,
R5,1,795,807,pick-up,pick-up,00:43:02,05:54:55,06:37:57,23877,21295,2582,89,11.54,6.499133449,0.670701418,,
R5,1,795,807,deposition,deposition,00:43:18,05:54:55,06:38:13,23893,21295,2598,88,11.54,6.499133449,0.663165447,,
R5,1,795,807,deposition,deposition,00:46:51,05:54:55,06:41:46,24106,21295,2811,89,11.54,6.499133449,0.670701418,,
R5,1,795,807,deposition,deposition,00:50:28,05:54:55,06:45:23,24323,21295,3028,90,11.54,6.499133449,0.678237389,,
